OBJID;RA;DEC;NAME;NH;ENERGY_SLOPE;ENERGY_SLOPE_ERROR;EXPOSURE_TIME;NUFNU_3000EV;NUFNU_ERROR_3000EV;NUFNU_500EV;NUFNU_ERROR_500EV;UPPER_LIMIT_500EV;NUFNU_1500EV;NUFNU_ERROR_1500EV;UPPER_LIMIT_1500EV;NUFNU_4500EV;NUFNU_ERROR_4500EV;UPPER_LIMIT_4500EV;COUNTRATES_300_10000EV;COUNTRATES_ERROR_300_10000EV;COUNTRATES_300_1000EV;COUNTRATES_ERROR_300_1000EV;UPPER_LIMIT_300_1000EV;COUNTRATES_1000_2000EV;COUNTRATES_ERROR_1000_2000EV;UPPER_LIMIT_1000_2000EV;COUNTRATES_2000_10000EV;COUNTRATES_ERROR_2000_10000EV;UPPER_LIMIT_2000_10000EV;RUNID;SNR
209;41.6199;1.21334;SDSX_J024628.8+011248.0;4.03e+20;0.8;-999/-999;22363.3;7.97526e-15;3.01224e-15;8.29211e-15;4.22793e-15;-999;4.45047e-15;3.51068e-15;-999;6.67255e-15;5.26354e-15;-999;0.000556;0.00021;0.0003089;0.0001575;-999;0.0001236;9.75e-05;-999;0.0001236;9.75e-05;-999;28_41_1;22365.9
210;41.6176;1.30439;SDSX_J024628.2+011815.8;4.27e+20;0.8;-999/-999;22531.8;1.31089e-14;3.61325e-15;3.09854e-15;2.46681e-15;-999;7.27978e-15;-9.01667e-12;2.70681e-14;4.28754e-14;1.27508e-14;-999;0.000907;0.00025;0.0001134;9.028e-05;-999;0.0002016;-0.2497;0.0007496;0.0007939;0.0002361;-999;28_41_1;22535.4
211;41.6647;1.3026;SDSX_J024639.5+011809.4;4.32e+20;0.8;-999/-999;22350.3;1.17392e-14;3.61875e-15;1.41563e-14;5.58078e-15;-999;5.32932e-15;3.78292e-15;-999;7.96648e-15;5.65485e-15;-999;0.000811;0.00025;0.0005162;0.0002035;-999;0.0001475;0.0001047;-999;0.0001475;0.0001047;-999;28_41_1;22353.5
212;41.6557;1.31282;SDSX_J024637.4+011846.2;4.31e+20;0.8;-999/-999;22146.5;8.11823e-15;3.18362e-15;6.14946e-15;3.73242e-15;-999;8.1069e-15;4.9205e-15;-999;6.05981e-15;5.37498e-15;-999;0.000561;0.00022;0.0002244;0.0001362;-999;0.0002244;0.0001362;-999;0.0001122;9.952e-05;-999;28_41_1;22149
213;41.6912;1.17698;SDSX_J024645.9+011037.1;4.11e+20;0.8;-999/-999;22585.3;1.18923e-14;3.7388e-15;2.23323e-15;2.22621e-15;-999;1.49066e-14;6.62794e-15;-999;1.7866e-14;8.90328e-15;-999;0.000827;0.00026;8.27e-05;8.244e-05;-999;0.0004136;0.0001839;-999;0.0003309;0.0001649;-999;28_41_1;22588.5
214;41.6665;1.33563;SDSX_J024640.0+012008.3;4.31e+20;0.8;-999/-999;22070.9;1.46157e-14;4.05188e-15;3.69132e-15;2.80343e-15;-999;1.94652e-14;7.39158e-15;-999;1.81848e-14;8.72245e-15;-999;0.00101;0.00028;0.0001347;0.0001023;-999;0.0005388;0.0002046;-999;0.0003367;0.0001615;-999;28_41_1;22074.5
215;41.653;1.0786;SDSX_J024636.7+010443.0;4.11e+20;0.8;-999/-999;22092.3;8.4842e-15;3.3074e-15;5.31169e-15;3.54833e-15;-999;7.08926e-15;4.73579e-15;-999;1.06202e-14;7.09455e-15;-999;0.00059;0.00023;0.0001967;0.0001314;-999;0.0001967;0.0001314;-999;0.0001967;0.0001314;-999;28_41_1;22094.9
216;41.7365;1.27993;SDSX_J024656.8+011647.8;4.4e+20;0.8;-999/-999;22118.7;2.43785e-14;5.22396e-15;2.31731e-14;7.04296e-15;-999;1.89866e-14;7.33788e-15;-999;1.70154e-14;8.48607e-15;-999;0.00168;0.00036;0.00084;0.0002553;-999;0.000525;0.0002029;-999;0.000315;0.0001571;-999;28_41_1;22123.4
217;41.5481;1.39001;SDSX_J024611.5+012324.0;3.88e+20;0.8;-999/-999;2823.7;6.13825e-14;2.5695e-14;3.80419e-14;2.73169e-14;-999;1.03049e-13;5.31597e-14;-999;4.35184e-14;-9.70435e-11;2.55454e-13;0.0043;0.0018;0.001433;0.001029;-999;0.002867;0.001479;-999;0.0008063;-1.798;0.004733;28_41_1;2826.09
218;41.7523;1.1714;SDSX_J024700.5+011017.0;4.44e+20;0.8;-999/-999;20542.8;1.72895e-14;4.93986e-15;8.9755e-15;4.98024e-15;-999;1.95636e-14;8.44126e-15;-999;1.75241e-14;9.7236e-15;-999;0.00119;0.00034;0.0003244;0.00018;-999;0.0005407;0.0002333;-999;0.0003244;0.00018;-999;28_41_1;20546.3
219;41.7565;1.14556;SDSX_J024701.6+010844.0;4.45e+20;1.09;+0.24/-0.19;21132.6;7.02611e-14;8.13312e-15;6.71344e-14;1.29089e-14;-999;9.14717e-14;1.63534e-14;-999;6.69742e-14;1.68703e-14;-999;0.00622;0.00072;0.002281;0.0004386;-999;0.002592;0.0004634;-999;0.001347;0.0003393;-999;28_41_1;21141.2
220;41.7523;1.11188;SDSX_J024700.5+010642.8;4.45e+20;0.8;-999/-999;19286.1;2.0929e-14;5.8136e-15;3.98707e-15;3.42224e-15;-999;2.08509e-14;9.20959e-15;-999;3.89059e-14;1.53204e-14;-999;0.00144;0.0004;0.000144;0.0001236;-999;0.0005762;0.0002545;-999;0.0007202;0.0002836;-999;28_41_1;19289.7
221;41.7646;1.09406;SDSX_J024703.5+010538.6;4.47e+20;0.8;-999/-999;20005.4;2.74863e-14;6.68978e-15;2.24494e-14;8.44071e-15;-999;1.95417e-14;9.05961e-15;-999;2.9167e-14;1.3522e-14;-999;0.00189;0.00046;0.0008096;0.0003044;-999;0.0005399;0.0002503;-999;0.0005399;0.0002503;-999;28_41_1;20009.5
222;41.8106;1.28583;SDSX_J024714.5+011709.0;4.48e+20;0.8;-999/-999;16216.2;2.26933e-14;7.12803e-15;1.08193e-14;6.69583e-15;-999;1.41144e-14;8.73506e-15;-999;4.21279e-14;1.8568e-14;-999;0.00156;0.00049;0.0003899;0.0002413;-999;0.0003899;0.0002413;-999;0.0007798;0.0003437;-999;28_41_1;16219.4
223;322.592;-0.515096;SDSX_J213022.1-003054.3;3.56e+20;0.8;-999/-999;1187;1.2686e-13;5.08572e-14;2.32744e-13;9.33048e-14;-999;0;-1.28758e-10;3.03384e-13;0;-1.93986e-10;4.57076e-13;0.00898;0.0036;0.00898;0.0036;-999;0;-3.596;0.008473;0;-3.596;0.008473;40_322_0;1189.49
224;322.568;-0.701916;SDSX_J213016.3-004206.9;3.61e+20;0.8;-999/-999;1201.3;1.13633e-13;4.81134e-14;2.08908e-13;8.84544e-14;-999;0;-1.21708e-10;2.71755e-13;0;-1.83268e-10;4.09211e-13;0.00803;0.0034;0.00803;0.0034;-999;0;-3.397;0.007585;0;-3.397;0.007585;40_322_0;1203.66
225;322.545;-0.453035;SDSX_J213010.8-002710.9;3.55e+20;0.8;-999/-999;1225.2;1.11713e-13;4.80182e-14;2.04861e-13;8.80566e-14;-999;0;-1.21619e-10;3.11191e-13;0;-1.83251e-10;4.6889e-13;0.00791;0.0034;0.00791;0.0034;-999;0;-3.397;0.008692;0;-3.397;0.008692;40_322_0;1227.53
226;322.402;-0.671397;SDSX_J212936.5-004017.0;3.61e+20;0.8;-999/-999;1206.8;1.15755e-13;4.95285e-14;1.77325e-13;8.35894e-14;-999;0;-1.25291e-10;3.21915e-13;7.35339e-14;7.73643e-14;-999;0.00818;0.0035;0.006816;0.003213;-999;0;-3.497;0.008985;0.001363;0.001434;-999;40_322_0;1209.14
227;322.443;-0.418221;SDSX_J212946.3-002505.6;3.57e+20;0.8;-999/-999;1216.1;1.42733e-13;5.6528e-14;2.61974e-13;1.03752e-13;-999;0;-1.43101e-10;2.98091e-13;9.07911e-14;-2.15568e-10;4.49047e-13;0.0101;0.004;0.0101;0.004;-999;0;-3.996;0.008324;0.001683;-3.996;0.008324;40_322_0;1218.62
228;322.469;-0.760521;SDSX_J212952.5-004537.9;3.63e+20;0.8;-999/-999;1212.1;2.02488e-13;6.5136e-14;3.72587e-13;1.19853e-13;-999;0;-1.64666e-10;4.22506e-13;1.28565e-13;-2.47905e-10;6.36082e-13;0.0143;0.0046;0.0143;0.0046;-999;0;-4.595;0.01179;0.002383;-4.595;0.01179;40_322_0;1215.21
229;322.322;-0.620161;SDSX_J212917.2-003712.6;3.63e+20;0.8;-999/-999;1034.9;1.9824e-13;7.3632e-14;3.6477e-13;1.35486e-13;-999;0;-1.86168e-10;3.68394e-13;1.25868e-13;-2.80275e-10;5.54616e-13;0.014;0.0052;0.014;0.0052;-999;0;-5.195;0.01028;0.002333;-5.195;0.01028;40_322_0;1037.59
230;18.0994;-1.01468;SDSX_J011223.9-010052.8;4.12e+20;0.8;-999/-999;2146.8;6.83287e-14;3.30855e-14;6.4182e-14;4.44004e-14;-999;0;-8.28314e-11;5.65186e-13;1.28233e-13;8.87105e-14;-999;0.00475;0.0023;0.002375;0.001643;-999;0;-2.298;0.01568;0.002375;0.001643;-999;37_17_-1;2148.87
231;29.2179;-0.206396;SDSX_J015652.3-001223.0;2.65e+20;0.8;-999/-999;4068;1.3562e-13;2.46582e-14;1.47219e-13;3.34754e-14;-999;1.21352e-13;3.6767e-14;-999;2.05022e-14;1.86491e-14;-999;0.0099;0.0018;0.006091;0.001385;-999;0.003426;0.001038;-999;0.0003806;0.0003462;-999;38_29_0;4073.5
232;29.1926;-0.266695;SDSX_J015646.2-001600.1;2.65e+20;0.8;-999/-999;4590.6;8.2468e-14;1.78087e-14;9.00816e-14;2.39404e-14;-999;5.07583e-14;2.19256e-14;-999;4.63211e-14;2.63415e-14;-999;0.00602;0.0013;0.003727;0.0009905;-999;0.001433;0.000619;-999;0.0008599;0.000489;-999;38_29_0;4595.23
233;29.1957;-0.354063;SDSX_J015647.0-002114.6;2.63e+20;0.8;-999/-999;4539.9;3.08002e-13;3.42225e-14;3.79355e-13;5.1184e-14;-999;2.15063e-13;4.56119e-14;-999;3.84819e-14;2.44821e-14;-999;0.0225;0.0025;0.01572;0.002121;-999;0.006073;0.001288;-999;0.0007144;0.0004545;-999;38_29_0;4548.9
234;27.1409;1.48359;SDSX_J014833.8+012900.9;2.33e+20;0.8;-999/-999;4806.5;2.00451e-13;2.7088e-14;1.96645e-13;3.45772e-14;-999;1.33875e-13;3.5286e-14;-999;1.43002e-13;4.6664e-14;-999;0.0148;0.002;0.008343;0.001467;-999;0.003794;0.001;-999;0.002656;0.0008667;-999;42_27_1;4813.9
235;27.1325;1.38241;SDSX_J014831.8+012256.7;2.34e+20;0.8;-999/-999;5178;2.46592e-14;9.89077e-15;4.29302e-14;1.72192e-14;-999;1.64663e-14;-2.5737e-11;5.30762e-14;1.75848e-14;-3.9267e-11;8.09784e-14;0.00182;0.00073;0.00182;0.00073;-999;0.0004666;-0.7293;0.001504;0.0003266;-0.7293;0.001504;42_27_1;5180.49
236;27.268;1.40825;SDSX_J014904.3+012429.7;2.36e+20;0.8;-999/-999;5164.3;4.67785e-14;1.32878e-14;1.81093e-14;1.06766e-14;-999;4.05939e-14;1.92168e-14;-999;8.25952e-14;3.51756e-14;-999;0.00345;0.00098;0.0007665;0.0004519;-999;0.00115;0.0005444;-999;0.001534;0.0006533;-999;42_27_1;5167.82
237;26.9872;1.53638;SDSX_J014756.9+013211.0;2.31e+20;0.8;-999/-999;2518.2;2.40923e-13;4.6019e-14;4.9276e-14;2.76972e-14;-999;2.58588e-13;7.61299e-14;-999;4.50955e-13;1.26737e-13;-999;0.0178;0.0034;0.002094;0.001177;-999;0.00733;0.002158;-999;0.008376;0.002354;-999;42_27_1;2523.44
238;30.0988;0.0954458;SDSX_J020023.7+000543.6;2.3e+20;0.8;-999/-999;841.4;1.02016e-13;5.0061e-14;5.90907e-14;5.05081e-14;-999;1.77252e-13;1.07374e-13;-999;0;-1.98985e-10;8.94788e-13;0.00754;0.0037;0.002513;0.002148;-999;0.005025;0.003044;-999;0;-3.696;0.01662;29_29_0;843.438
239;16.7015;-1.13711;SDSX_J010648.4-010813.6;4.71e+20;0.8;-999/-999;2059.3;4.981e-14;2.344e-14;3.19969e-14;2.60462e-14;-999;4.11619e-14;3.35067e-14;-999;6.12848e-14;4.98871e-14;-999;0.0034;0.0016;0.001134;0.0009231;-999;0.001134;0.0009231;-999;0.001134;0.0009231;-999;43_16_-1;2061.43
240;16.7027;-1.33314;SDSX_J010648.6-011959.3;4.9e+20;0.8;-999/-999;2028.6;7.64747e-14;2.79965e-14;4.94867e-14;-5.42923e-11;1.96173e-13;3.77624e-14;3.12177e-14;-999;2.24453e-13;9.27652e-14;-999;0.00519;0.0019;0.00173;-1.898;0.006858;0.001038;0.0008581;-999;0.004152;0.001716;-999;43_16_-1;2031.33
241;16.6744;-1.34905;SDSX_J010641.9-012056.6;4.9e+20;0.8;-999/-999;1999.7;7.3675e-14;2.79965e-14;9.53405e-14;4.49099e-14;-999;3.63691e-14;-6.90492e-11;4.00544e-13;9.01164e-14;5.80594e-14;-999;0.005;0.0019;0.003333;0.00157;-999;0.0009997;-1.898;0.01101;0.001667;0.001074;-999;43_16_-1;2002.33
242;16.6623;-1.10893;SDSX_J010639.0-010632.2;4.65e+20;0.8;-999/-999;1959;7.69222e-14;2.9248e-14;9.85257e-14;4.61023e-14;-999;3.17969e-14;2.9762e-14;-999;4.73697e-14;4.43382e-14;-999;0.00526;0.002;0.003507;0.001641;-999;0.0008766;0.0008205;-999;0.0008766;0.0008205;-999;43_16_-1;1961.63
243;16.6423;-1.10271;SDSX_J010634.2-010609.8;4.63e+20;0.8;-999/-999;1877.8;7.11751e-14;2.923e-14;1.36618e-13;5.6106e-14;-999;2.94319e-14;-7.24555e-11;1.93831e-13;4.38556e-14;-1.07964e-10;2.88822e-13;0.00487;0.002;0.00487;0.002;-999;0.0008116;-1.998;0.005345;0.0008116;-1.998;0.005345;43_16_-1;1880.24
244;16.7953;-1.38086;SDSX_J010710.9-012251.1;5.02e+20;0.8;-999/-999;1427.1;1.27177e-13;4.58428e-14;2.48127e-13;8.94412e-14;-999;5.22071e-14;-1.1283e-10;2.30615e-13;7.74823e-14;-1.67455e-10;3.42263e-13;0.0086;0.0031;0.0086;0.0031;-999;0.001433;-3.097;0.00633;0.001433;-3.097;0.00633;43_16_-1;1429.87
245;337.138;0.729169;SDSX_J222833.2+004345.0;4.73e+20;0.8;-999/-999;7694;4.82281e-14;1.1434e-14;1.6406e-14;9.21743e-15;-999;4.9196e-14;1.80228e-14;-999;7.3231e-14;2.68279e-14;-999;0.00329;0.00078;0.0005806;0.0003262;-999;0.001355;0.0004964;-999;0.001355;0.0004964;-999;44_337_0;7698.22
246;337.125;0.771753;SDSX_J222830.0+004618.3;4.73e+20;0.8;-999/-999;7179.8;2.30146e-14;8.50222e-15;6.33805e-15;6.27305e-15;-999;3.25855e-14;1.58589e-14;-999;2.425e-14;1.66405e-14;-999;0.00157;0.00058;0.0002243;0.000222;-999;0.0008975;0.0004368;-999;0.0004487;0.0003079;-999;44_337_0;7182.51
247;337.187;0.784755;SDSX_J222844.9+004705.1;4.78e+20;0.8;-999/-999;8194.2;3.46495e-14;9.69012e-15;9.56265e-15;-1.86971e-11;4.91178e-14;4.7626e-14;1.87017e-14;-999;5.66974e-14;2.46139e-14;-999;0.00236;0.00066;0.0003372;-0.6593;0.001732;0.001311;0.0005148;-999;0.001049;0.0004554;-999;44_337_0;8197.78
248;337.1;0.862458;SDSX_J222824.0+005144.9;4.74e+20;0.8;-999/-999;8164.7;3.31406e-14;1.01182e-14;9.13064e-15;-1.94913e-11;1.05501e-13;6.15108e-14;2.20081e-14;-999;3.0536e-14;1.86459e-14;-999;0.00226;0.00069;0.0003229;-0.6893;0.003731;0.001694;0.0006061;-999;0.000565;0.000345;-999;44_337_0;8167.98
249;337.005;0.811273;SDSX_J222801.3+004840.6;4.67e+20;0.8;-999/-999;7576.1;4.02407e-14;1.15601e-14;1.54771e-14;9.91759e-15;-999;2.99355e-14;1.58729e-14;-999;7.4305e-14;3.02138e-14;-999;0.00275;0.00079;0.0005501;0.0003525;-999;0.0008251;0.0004375;-999;0.001375;0.0005591;-999;44_337_0;7579.58
250;336.965;0.738697;SDSX_J222751.6+004419.3;4.63e+20;0.8;-999/-999;6804.6;5.49524e-14;1.41766e-14;6.58965e-14;2.09331e-14;-999;1.70405e-14;1.27178e-14;-999;5.07884e-14;2.66127e-14;-999;0.00376;0.00097;0.002349;0.0007462;-999;0.0004699;0.0003507;-999;0.0009399;0.0004925;-999;44_337_0;6808.48
251;52.7456;1.16483;SDSX_J033059.0+010953.4;7.98e+20;0.8;-999/-999;3312.4;5.30858e-14;1.92456e-14;1.66988e-14;1.62044e-14;-999;3.56699e-14;2.45019e-14;-999;1.02777e-13;4.98459e-14;-999;0.00331;0.0012;0.0004728;0.0004588;-999;0.0009454;0.0006494;-999;0.001892;0.0009176;-999;45_52_1;3315.16
252;46.0744;-1.09543;SDSX_J030417.8-010543.6;5.92e+20;0.8;-999/-999;31894.3;1.94304e-14;3.795e-15;4.91597e-15;2.64214e-15;-999;1.57046e-14;5.46438e-15;-999;3.75286e-14;1.01524e-14;-999;0.00128;0.00025;0.0001599;8.594e-05;-999;0.0004265;0.0001484;-999;0.0006931;0.0001875;-999;19_46_-1;31899.4
253;46.001;-1.11397;SDSX_J030400.2-010650.3;5.96e+20;0.8;-999/-999;29855.2;8.51032e-15;2.88743e-15;2.15687e-15;-5.85153e-12;1.1404e-14;1.03149e-14;5.09115e-15;-999;1.5162e-14;7.48353e-15;-999;0.00056;0.00019;6.996e-05;-0.1898;0.0003699;0.00028;0.0001382;-999;0.00028;0.0001382;-999;19_46_-1;29858.1
254;45.9886;-1.1517;SDSX_J030357.3-010906.1;5.93e+20;0.8;-999/-999;29593.1;2.88496e-14;4.85888e-15;1.94841e-14;5.80554e-15;-999;3.03188e-14;7.85499e-15;-999;2.40034e-14;8.44152e-15;-999;0.0019;0.00032;0.0006333;0.0001887;-999;0.0008233;0.0002133;-999;0.0004433;0.0001559;-999;19_46_-1;29599
255;45.9545;-1.10375;SDSX_J030349.1-010613.5;6.03e+20;-0.458;+0.14/-0.12;29851.2;2.05224e-13;1.50226e-14;1.42879e-14;3.53817e-15;-999;7.61308e-14;1.13563e-14;-999;3.69484e-13;3.29152e-14;-999;0.00806;0.00059;0.000676;0.0001674;-999;0.001924;0.000287;-999;0.00546;0.0004864;-999;19_46_-1;29864.9
256;46.1509;-1.06878;SDSX_J030436.2-010407.6;5.92e+20;0.8;-999/-999;29110.1;9.92772e-15;3.036e-15;1.00564e-14;4.215e-15;-999;8.03088e-15;4.20875e-15;-999;5.90733e-15;4.33168e-15;-999;0.000654;0.0002;0.0003271;0.0001371;-999;0.0002181;0.0001143;-999;0.0001091;8e-05;-999;19_46_-1;29113.4
257;46.1176;-1.01575;SDSX_J030428.2-010056.7;5.96e+20;0.8;-999/-999;30279.1;1.17169e-14;3.19137e-15;1.10896e-14;4.37478e-15;-999;5.67689e-15;3.5546e-15;-999;1.39111e-14;6.76334e-15;-999;0.000771;0.00021;0.0003597;0.0001419;-999;0.0001541;9.649e-05;-999;0.0002569;0.0001249;-999;19_46_-1;30282.8
258;46.1744;-1.05438;SDSX_J030441.9-010315.8;5.92e+20;0.8;-999/-999;22269;4.44774e-14;6.831e-15;2.90562e-15;2.39803e-15;-999;1.39224e-14;5.96516e-15;-999;1.33091e-13;2.20916e-14;-999;0.00293;0.00045;9.451e-05;7.8e-05;-999;0.0003781;0.000162;-999;0.002458;0.000408;-999;19_46_-1;22275.5
259;45.9706;-1.23688;SDSX_J030353.0-011412.8;5.86e+20;0.8;-999/-999;29252;1.10624e-14;3.33388e-15;3.72597e-15;2.80657e-15;-999;1.79118e-14;6.74452e-15;-999;6.58896e-15;4.96311e-15;-999;0.00073;0.00022;0.0001217;9.167e-05;-999;0.0004868;0.0001833;-999;0.0001217;9.167e-05;-999;19_46_-1;29255.3
260;45.902;-1.03281;SDSX_J030336.5-010158.1;6.17e+20;0.8;-999/-999;29900.6;1.3422e-14;3.51601e-15;7.32265e-15;3.68791e-15;-999;1.51302e-14;5.87926e-15;-999;1.26807e-14;6.38641e-15;-999;0.000878;0.00023;0.0002341;0.0001179;-999;0.0004097;0.0001592;-999;0.0002341;0.0001179;-999;19_46_-1;29904.4
261;45.8713;-1.08526;SDSX_J030329.1-010506.9;6.14e+20;0.8;-999/-999;29938.2;1.95507e-14;4.42946e-15;4.43892e-15;3.08601e-15;-999;2.88802e-14;8.51675e-15;-999;1.92557e-14;8.21141e-15;-999;0.00128;0.00029;0.0001422;9.886e-05;-999;0.0007823;0.0002307;-999;0.0003555;0.0001516;-999;19_46_-1;29942.6
262;45.9545;-0.938709;SDSX_J030349.1-005619.4;6.1e+20;0.8;-999/-999;27578.1;1.61724e-14;4.27196e-15;5.0773e-15;3.32157e-15;-999;2.10588e-14;7.62723e-15;-999;1.76622e-14;8.30303e-15;-999;0.00106;0.00028;0.0001631;0.0001067;-999;0.0005707;0.0002067;-999;0.0003261;0.0001533;-999;19_46_-1;27581.9
263;46.0971;-1.28136;SDSX_J030423.3-011652.9;5.77e+20;0.8;-999/-999;12295.1;5.95531e-14;1.14874e-14;1.04236e-14;6.76044e-15;-999;3.77852e-14;1.41805e-14;-999;1.39124e-13;3.16467e-14;-999;0.00394;0.00076;0.0003426;0.0002222;-999;0.001028;0.0003858;-999;0.00257;0.0005846;-999;19_46_-1;12300.3
264;46.2513;-1.09882;SDSX_J030500.3-010555.7;5.87e+20;0.8;-999/-999;9333.7;3.24403e-14;1.06113e-14;1.63883e-14;1.11522e-14;-999;4.92384e-14;2.11232e-14;-999;1.44776e-14;1.40228e-14;-999;0.00214;0.0007;0.0005349;0.000364;-999;0.001338;0.000574;-999;0.0002674;0.000259;-999;19_46_-1;9336.76
265;46.2505;-1.15594;SDSX_J030500.1-010921.4;5.84e+20;0.8;-999/-999;6452.5;5.67975e-14;1.66606e-14;2.8657e-14;-3.36008e-11;8.42314e-14;4.59838e-14;2.33266e-14;-999;1.3535e-13;4.90454e-14;-999;0.00375;0.0011;0.0009373;-1.099;0.002755;0.00125;0.0006341;-999;0.0025;0.0009059;-999;19_46_-1;6455.91
266;46.1405;-0.901947;SDSX_J030433.7-005407.0;6.02e+20;0.711;+0.22/-0.17;2462.4;9.04679e-13;1.03949e-13;5.18879e-13;1.07923e-13;-999;7.55494e-13;1.44379e-13;-999;1.00923e-12;2.02069e-13;-999;0.0557;0.0064;0.01714;0.003565;-999;0.02035;0.003889;-999;0.01821;0.003646;-999;19_46_-1;2471.1
267;45.8213;-1.0628;SDSX_J030317.1-010346.1;6.22e+20;0.8;-999/-999;21667.3;1.48028e-14;5.20472e-15;5.05661e-15;4.31899e-15;-999;2.38119e-14;1.01692e-14;-999;8.72711e-15;7.45407e-15;-999;0.000967;0.00034;0.0001611;0.0001376;-999;0.0006444;0.0002752;-999;0.0001611;0.0001376;-999;19_46_-1;21670.1
268;23.6699;0.616831;SDSX_J013440.8+003700.6;2.54e+20;0.584;+0.19/-0.16;12351.9;1.32745e-13;1.48571e-14;6.55054e-14;1.18799e-14;-999;9.43193e-14;1.80578e-14;-999;1.55837e-13;2.90176e-14;-999;0.00822;0.00092;0.002859;0.0005185;-999;0.002621;0.0005018;-999;0.00274;0.0005102;-999;48_23_0;12360.8
269;23.6024;0.625192;SDSX_J013424.6+003730.7;2.52e+20;0.8;-999/-999;13006.6;9.16339e-14;1.14542e-14;8.34983e-14;1.49818e-14;-999;8.22613e-14;1.80932e-14;-999;4.87406e-14;1.72719e-14;-999;0.00672;0.00084;0.00349;0.0006262;-999;0.002326;0.0005116;-999;0.000905;0.0003207;-999;48_23_0;13014.6
270;23.7095;0.592496;SDSX_J013450.3+003533.0;2.56e+20;0.8;-999/-999;13071.3;3.68685e-14;7.6468e-15;3.24e-14;9.4872e-15;-999;2.12263e-14;9.32342e-15;-999;4.03896e-14;1.59695e-14;-999;0.0027;0.00056;0.00135;0.0003953;-999;0.0005999;0.0002635;-999;0.0007499;0.0002965;-999;48_23_0;13076.1
271;23.5755;0.580084;SDSX_J013418.1+003448.3;2.49e+20;0.8;-999/-999;12832.4;3.29652e-14;7.08344e-15;2.16611e-14;7.52351e-15;-999;2.67347e-14;1.03057e-14;-999;4.07244e-14;1.56984e-14;-999;0.00242;0.00052;0.0009075;0.0003152;-999;0.0007562;0.0002915;-999;0.0007562;0.0002915;-999;48_23_0;12837.1
272;23.7221;0.558892;SDSX_J013453.3+003332.0;2.56e+20;0.8;-999/-999;12949.6;1.44743e-14;5.05235e-15;9.54e-15;-8.8704e-12;2.39472e-14;1.60745e-14;8.43177e-15;-999;3.2623e-14;1.486e-14;-999;0.00106;0.00037;0.0003975;-0.3696;0.0009978;0.0004543;0.0002383;-999;0.0006057;0.0002759;-999;48_23_0;12952.5
273;23.5694;0.548906;SDSX_J013416.7+003256.1;2.49e+20;0.8;-999/-999;13275.5;1.30635e-14;4.7677e-15;4.58046e-15;3.74982e-15;-999;2.03498e-14;9.59508e-15;-999;1.03346e-14;8.46046e-15;-999;0.000959;0.00035;0.0001919;0.0001571;-999;0.0005756;0.0002714;-999;0.0001919;0.0001571;-999;48_23_0;13278.2
274;23.743;0.601688;SDSX_J013458.3+003606.1;2.57e+20;0.8;-999/-999;12172.8;2.29488e-14;6.4202e-15;4.48195e-15;3.70853e-15;-999;2.64235e-14;1.0931e-14;-999;4.0218e-14;1.66377e-14;-999;0.00168;0.00047;0.0001866;0.0001544;-999;0.0007467;0.0003089;-999;0.0007467;0.0003089;-999;48_23_0;12176.4
275;23.7398;0.661696;SDSX_J013457.6+003942.1;2.57e+20;0.8;-999/-999;13128.6;1.18022e-14;4.6444e-15;5.1881e-15;4.08323e-15;-999;1.52872e-14;8.53888e-15;-999;1.1634e-14;9.15637e-15;-999;0.000864;0.00034;0.000216;0.00017;-999;0.000432;0.0002413;-999;0.000216;0.00017;-999;48_23_0;13131.1
276;23.6737;0.724777;SDSX_J013441.7+004329.2;2.54e+20;0.8;-999/-999;11797.2;1.51471e-14;5.4584e-15;3.32353e-15;3.32832e-15;-999;1.47266e-14;8.64565e-15;-999;2.99079e-14;1.52583e-14;-999;0.00111;0.0004;0.0001387;0.0001389;-999;0.0004163;0.0002444;-999;0.0005553;0.0002833;-999;48_23_0;11800
277;23.7705;0.682531;SDSX_J013504.9+004057.1;2.58e+20;0.8;-999/-999;13246.4;2.03608e-14;6.0126e-15;6.51189e-15;4.51193e-15;-999;3.35552e-14;1.2458e-14;-999;1.45912e-14;1.01099e-14;-999;0.00149;0.00044;0.0002709;0.0001877;-999;0.0009481;0.000352;-999;0.0002709;0.0001877;-999;48_23_0;13249.8
278;23.6501;0.439259;SDSX_J013436.0+002621.3;2.51e+20;0.8;-999/-999;12188;2.1128e-14;6.67919e-15;1.11163e-14;6.47614e-15;-999;2.73949e-14;1.22317e-14;-999;1.66954e-14;1.17998e-14;-999;0.00155;0.00049;0.000465;0.0002709;-999;0.0007747;0.0003459;-999;0.00031;0.0002191;-999;48_23_0;12191.2
279;23.74;0.461108;SDSX_J013457.6+002740.0;2.54e+20;0.8;-999/-999;11778.8;1.8695e-14;6.41362e-15;1.6414e-14;7.93142e-15;-999;2.42319e-14;1.17091e-14;-999;1.47574e-14;-2.52868e-11;8.11655e-14;0.00137;0.00047;0.000685;0.000331;-999;0.000685;0.000331;-999;0.000274;-0.4695;0.001507;48_23_0;11781.7
