OBJID;RA;DEC;NAME;NH;ENERGY_SLOPE;ENERGY_SLOPE_ERROR;EXPOSURE_TIME;NUFNU_3000EV;NUFNU_ERROR_3000EV;NUFNU_500EV;NUFNU_ERROR_500EV;UPPER_LIMIT_500EV;NUFNU_1500EV;NUFNU_ERROR_1500EV;UPPER_LIMIT_1500EV;NUFNU_4500EV;NUFNU_ERROR_4500EV;UPPER_LIMIT_4500EV;COUNTRATES_300_10000EV;COUNTRATES_ERROR_300_10000EV;COUNTRATES_300_1000EV;COUNTRATES_ERROR_300_1000EV;UPPER_LIMIT_300_1000EV;COUNTRATES_1000_2000EV;COUNTRATES_ERROR_1000_2000EV;UPPER_LIMIT_1000_2000EV;COUNTRATES_2000_10000EV;COUNTRATES_ERROR_2000_10000EV;UPPER_LIMIT_2000_10000EV;RUNID;SNR
136;322.828;0.104203;SDSX_J213118.7+000615.1;3.57e+20;0.8;-999/-999;1365.1;1.4132e-13;4.80488e-14;2.5938e-13;8.81892e-14;-999;0;-1.2165e-10;2.36926e-13;0;-1.83255e-10;3.56907e-13;0.01;0.0034;0.01;0.0034;-999;0;-3.397;0.006616;0;-3.397;0.006616;25_322_0;1368.04
137;322.843;0.112329;SDSX_J213122.3+000644.4;3.58e+20;0.8;-999/-999;1254.2;1.06876e-13;4.52384e-14;1.96235e-13;8.30624e-14;-999;0;-1.14501e-10;2.97766e-13;0;-1.72469e-10;4.48515e-13;0.00756;0.0032;0.00756;0.0032;-999;0;-3.197;0.008314;0;-3.197;0.008314;25_322_0;1256.56
138;322.815;-0.164618;SDSX_J213115.7-000952.6;3.52e+20;0.8;-999/-999;1357.9;1.26699e-13;5.07924e-14;2.32043e-13;9.3024e-14;-999;0;-1.28697e-10;4.25889e-13;0;-1.93975e-10;6.4191e-13;0.00898;0.0036;0.00898;0.0036;-999;0;-3.596;0.0119;0;-3.596;0.0119;25_322_0;1360.39
139;323.039;-0.0594764;SDSX_J213209.4-000334.1;3.54e+20;0.8;-999/-999;1349;1.28756e-13;5.22366e-14;2.36016e-13;9.57523e-14;-999;0;-1.32309e-10;3.59054e-13;0;-1.99377e-10;5.41058e-13;0.00912;0.0037;0.00912;0.0037;-999;0;-3.696;0.01003;0;-3.696;0.01003;25_322_0;1351.46
140;11.4487;-0.837226;SDSX_J004547.7-005014.0;2.27e+20;0.8;-999/-999;3059.1;6.16284e-14;1.8921e-14;0;-3.28177e-11;1.76803e-13;0;-4.93301e-11;2.65762e-13;2.45492e-13;7.53704e-14;-999;0.00456;0.0014;0;-1.399;0.007537;0;-1.399;0.007537;0.00456;0.0014;-999;20_11_0;3062.36
141;11.4574;-0.849948;SDSX_J004549.8-005059.8;2.28e+20;0.8;-999/-999;3163.1;1.58184e-13;2.9744e-14;3.66241e-14;1.84741e-14;-999;2.75067e-13;6.26659e-14;-999;1.25976e-13;5.01105e-14;-999;0.0117;0.0022;0.00156;0.0007869;-999;0.0078;0.001777;-999;0.00234;0.0009308;-999;20_11_0;3168.42
142;11.4758;-0.859934;SDSX_J004554.2-005135.8;2.29e+20;0.8;-999/-999;3115.3;3.75995e-14;1.623e-14;1.63267e-14;1.4097e-14;-999;2.45084e-14;2.11614e-14;-999;7.48334e-14;4.57184e-14;-999;0.00278;0.0012;0.0006949;0.0006;-999;0.0006949;0.0006;-999;0.00139;0.0008492;-999;20_11_0;3117.62
143;11.5761;-0.736247;SDSX_J004618.3-004410.5;2.19e+20;0.8;-999/-999;2753.7;9.41972e-14;2.6952e-14;7.24242e-14;3.01631e-14;-999;8.20789e-14;3.93838e-14;-999;8.36503e-14;5.06639e-14;-999;0.00699;0.002;0.003107;0.001294;-999;0.00233;0.001118;-999;0.001554;0.0009412;-999;20_11_0;2757.19
144;11.3891;-0.969479;SDSX_J004533.4-005810.1;2.31e+20;0.8;-999/-999;3061.1;1.5836e-13;3.2484e-14;1.89315e-13;4.65934e-14;-999;7.73999e-14;3.59836e-14;-999;7.87665e-14;4.52248e-14;-999;0.0117;0.0024;0.008045;0.00198;-999;0.002194;0.00102;-999;0.001463;0.00084;-999;20_11_0;3065.98
145;316.389;0.474741;SDSX_J210533.4+002829.1;6.35e+20;1.095;+0.11/-0.09;9747.3;4.822e-13;2.6521e-14;6.05953e-13;4.98281e-14;-999;4.67082e-13;4.70692e-14;-999;4.59102e-13;5.27435e-14;-999;0.04;0.0022;0.01784;0.001467;-999;0.01294;0.001304;-999;0.009218;0.001059;-999;31_316_0;9765.48
146;316.44;0.545794;SDSX_J210545.6+003244.9;6.53e+20;0.8;-999/-999;8922.2;2.26968e-14;8.0288e-15;1.34624e-14;8.86807e-15;-999;1.55733e-14;1.02585e-14;-999;3.41285e-14;1.82864e-14;-999;0.00147;0.00052;0.0004199;0.0002766;-999;0.0004199;0.0002766;-999;0.0006297;0.0003374;-999;31_316_0;8925.03
147;316.266;0.489382;SDSX_J210503.8+002921.8;6.25e+20;0.8;-999/-999;2643;1.73127e-13;3.83025e-14;1.67299e-13;5.30298e-14;-999;1.47453e-13;5.37101e-14;-999;1.08079e-13;5.67212e-14;-999;0.0113;0.0025;0.005319;0.001686;-999;0.003989;0.001453;-999;0.001995;0.001047;-999;31_316_0;2647.52
148;316.381;0.341069;SDSX_J210531.4+002027.8;6.19e+20;0.8;-999/-999;9851.3;2.20262e-14;7.648e-15;2.12307e-14;-1.56458e-11;4.98036e-14;2.66035e-14;1.31577e-14;-999;3.90125e-14;1.9295e-14;-999;0.00144;0.0005;0.0006778;-0.4995;0.00159;0.0007202;0.0003562;-999;0.0007202;0.0003562;-999;31_316_0;9854.18
149;316.574;0.585159;SDSX_J210617.7+003506.6;6.77e+20;0.8;-999/-999;7842.8;9.91452e-14;2.0202e-14;9.90084e-14;3.02631e-14;-999;1.24299e-13;3.45374e-14;-999;1.73013e-13;-7.04305e-11;1.08872e-13;0.00638;0.0013;0.003038;0.0009286;-999;0.003342;0.0009286;-999;0.003191;-1.299;0.002008;31_316_0;7847.71
150;316.561;0.35018;SDSX_J210614.6+002100.6;6.42e+20;0.8;-999/-999;8060.4;4.64869e-14;1.35458e-14;6.40875e-14;2.2001e-14;-999;1.24303e-14;1.04783e-14;-999;3.63717e-14;2.18002e-14;-999;0.00302;0.00088;0.002014;0.0006914;-999;0.0003356;0.0002829;-999;0.0006712;0.0004023;-999;31_316_0;8063.83
151;17.6372;-1.32058;SDSX_J011032.9-011914.1;4.98e+20;0.8;-999/-999;1997.4;4.97749e-14;2.2155e-14;0;-4.30975e-11;3.20498e-13;0;-5.45497e-11;4.05663e-13;1.82202e-13;8.1099e-14;-999;0.00337;0.0015;0;-1.498;0.01114;0;-1.498;0.01114;0.00337;0.0015;-999;32_17_-1;1999.65
152;17.6926;-1.31144;SDSX_J011046.2-011841.2;4.96e+20;0.8;-999/-999;2141.6;4.81241e-14;2.2143e-14;4.67995e-14;2.9476e-14;-999;5.93054e-14;3.73526e-14;-999;1.76252e-13;-8.09894e-11;5.8228e-13;0.00326;0.0015;0.001629;0.001026;-999;0.001629;0.001026;-999;0.00326;-1.498;0.01077;32_17_-1;2143.77
154;38.3729;0.971113;SDSX_J023329.5+005816.0;2.06e+20;0.8;-999/-999;7181.3;2.62895e-14;8.58432e-15;3.01499e-14;1.19746e-14;-999;2.2975e-14;1.3007e-14;-999;0;-3.44112e-11;7.72826e-14;0.00196;0.00064;0.001307;0.0005191;-999;0.0006532;0.0003698;-999;0;-0.6394;0.001436;3_38_0;7184.36
155;38.544;0.974648;SDSX_J023410.6+005828.7;2.11e+20;0.8;-999/-999;13346.7;1.16633e-14;4.43421e-15;4.46525e-15;3.5759e-15;-999;1.6967e-14;8.61549e-15;-999;1.03769e-14;8.31012e-15;-999;0.000868;0.00033;0.0001928;0.0001544;-999;0.0004821;0.0002448;-999;0.0001928;0.0001544;-999;3_38_0;13349.3
156;38.5605;0.952057;SDSX_J023414.5+005707.4;2.12e+20;0.936;+0.24/-0.18;13658.5;7.72505e-14;9.5224e-15;7.17254e-14;1.27604e-14;-999;6.82501e-14;1.51076e-14;-999;7.82709e-14;1.9547e-14;-999;0.00649;0.0008;0.003019;0.0005371;-999;0.001962;0.0004343;-999;0.00151;0.0003771;-999;3_38_0;13666.6
157;38.4998;0.828038;SDSX_J023400.0+004940.9;2.12e+20;0.8;-999/-999;15263.4;2.2717e-14;5.64564e-15;2.10883e-14;7.12986e-15;-999;1.83065e-14;8.12018e-15;-999;1.39994e-14;8.91309e-15;-999;0.00169;0.00042;0.0009098;0.0003076;-999;0.0005201;0.0002307;-999;0.0002601;0.0001656;-999;3_38_0;15267.4
158;38.3434;0.850014;SDSX_J023322.4+005100.1;2.06e+20;0.8;-999/-999;4573.8;6.51872e-14;1.74369e-14;4.2053e-14;1.91926e-14;-999;8.55056e-14;3.29219e-14;-999;3.27213e-14;2.51868e-14;-999;0.00486;0.0013;0.001823;0.000832;-999;0.002431;0.000936;-999;0.000608;0.000468;-999;3_38_0;4577.54
159;38.4972;0.799718;SDSX_J023359.3+004759.0;2.07e+20;0.8;-999/-999;14908.8;1.04392e-14;4.29376e-15;5.13202e-15;4.02851e-15;-999;1.17315e-14;7.36958e-15;-999;1.1964e-14;9.39142e-15;-999;0.000778;0.00032;0.0002223;0.0001745;-999;0.0003335;0.0002095;-999;0.0002223;0.0001745;-999;3_38_0;14911.2
160;38.5358;1.10479;SDSX_J023408.6+010617.3;2.08e+20;0.8;-999/-999;7731.6;7.5303e-14;1.47653e-14;8.64127e-14;2.06489e-14;-999;6.57885e-14;2.29767e-14;-999;8.62719e-14;-5.91471e-11;1.10921e-13;0.00561;0.0011;0.00374;0.0008937;-999;0.00187;0.0006531;-999;0.001603;-1.099;0.002061;3_38_0;7736.7
161;38.6162;1.00008;SDSX_J023427.9+010000.3;2.12e+20;0.8;-999/-999;13867.9;1.14123e-14;4.7047e-15;1.18027e-14;6.2027e-15;-999;9.96103e-15;-1.23087e-11;3.95274e-14;1.82729e-14;1.18195e-14;-999;0.000849;0.00035;0.0005092;0.0002676;-999;0.000283;-0.3497;0.001123;0.0003395;0.0002196;-999;3_38_0;13870.3
162;38.4654;1.13677;SDSX_J023351.7+010812.4;2.08e+20;0.8;-999/-999;4124.9;1.66445e-13;2.95306e-14;9.16806e-14;2.88581e-14;-999;1.57048e-13;4.60167e-14;-999;2.13554e-13;6.72199e-14;-999;0.0124;0.0022;0.003968;0.001249;-999;0.004464;0.001308;-999;0.003968;0.001249;-999;3_38_0;4130.54
163;38.6221;1.0564;SDSX_J023429.3+010323.0;2.12e+20;0.8;-999/-999;7082.9;2.40612e-14;9.81266e-15;8.29576e-15;7.95271e-15;-999;3.78027e-14;2.08126e-14;-999;1.92633e-14;1.84667e-14;-999;0.00179;0.00073;0.0003579;0.0003431;-999;0.001074;0.0005913;-999;0.0003579;0.0003431;-999;3_38_0;7085.35
164;38.5963;0.770319;SDSX_J023423.1+004613.1;2.15e+20;0.8;-999/-999;9920.4;2.23386e-14;8.74705e-15;6.42708e-15;6.16451e-15;-999;1.94787e-14;1.30774e-14;-999;4.46747e-14;2.46357e-14;-999;0.00166;0.00065;0.0002766;0.0002653;-999;0.0005532;0.0003714;-999;0.00083;0.0004577;-999;3_38_0;9922.95
295;40.6668;-0.383699;SDSX_J024240.0-002301.3;2.92e+20;0.86;+0.08/-0.07;17302.5;4.82275e-13;2.10256e-14;3.17221e-13;2.39789e-14;-999;5.12337e-13;3.5358e-14;-999;5.04177e-13;4.40074e-14;-999;0.0367;0.0016;0.0127;0.00096;-999;0.01449;0.001;-999;0.009509;0.00083;-999;47_40_0;17325.4
296;40.6499;-0.318244;SDSX_J024236.0-001905.7;2.91e+20;0.8;-999/-999;17279.8;3.3311e-14;6.49634e-15;1.3717e-14;5.60814e-15;-999;4.28149e-14;1.18496e-14;-999;3.49692e-14;1.30737e-14;-999;0.00241;0.00047;0.0005562;0.0002274;-999;0.001205;0.0003335;-999;0.0006489;0.0002426;-999;47_40_0;17284.9
297;40.5863;-0.349301;SDSX_J024220.7-002057.5;2.91e+20;0.8;-999/-999;17760.4;4.03602e-14;6.911e-15;1.16158e-14;4.9324e-15;-999;3.01196e-14;9.56495e-15;-999;8.63318e-14;1.98962e-14;-999;0.00292;0.0005;0.000471;0.0002;-999;0.0008477;0.0002692;-999;0.001602;0.0003692;-999;47_40_0;17766.2
168;40.5876;-0.297159;SDSX_J024221.0-001749.8;2.9e+20;0.8;-999/-999;18649.4;1.39562e-14;4.1454e-15;3.82952e-15;2.82162e-15;-999;2.4844e-14;8.91372e-15;-999;8.37435e-15;6.17029e-15;-999;0.00101;0.0003;0.0001554;0.0001145;-999;0.0006993;0.0002509;-999;0.0001554;0.0001145;-999;26_40_0;18652.8
169;40.7371;-0.337771;SDSX_J024256.9-002016.0;2.92e+20;0.8;-999/-999;17999.5;9.6789e-15;3.73329e-15;2.88027e-15;2.73465e-15;-999;2.07276e-14;8.61013e-15;-999;5.80406e-15;-1.45344e-11;4.14637e-14;0.0007;0.00027;0.0001167;0.0001108;-999;0.0005833;0.0002423;-999;0.0001077;-0.2697;0.0007694;26_40_0;18002.1
170;40.7204;-0.302901;SDSX_J024252.9-001810.4;2.91e+20;0.8;-999/-999;18801.6;1.53424e-14;4.42304e-15;9.12741e-15;4.46629e-15;-999;1.315e-14;6.43466e-15;-999;1.99447e-14;9.75948e-15;-999;0.00111;0.00032;0.0003701;0.0001811;-999;0.0003701;0.0001811;-999;0.0003701;0.0001811;-999;26_40_0;18805.1
171;40.6757;-0.469903;SDSX_J024242.2-002811.6;2.93e+20;0.8;-999/-999;18131.2;9.58558e-15;3.73464e-15;6.41979e-15;4.05837e-15;-999;9.23659e-15;5.83906e-15;-999;9.33948e-15;7.27542e-15;-999;0.000693;0.00027;0.0002599;0.0001643;-999;0.0002599;0.0001643;-999;0.0001733;0.000135;-999;26_40_0;18133.8
302;40.7367;-0.266111;SDSX_J024256.8-001558.0;2.91e+20;0.8;-999/-999;18504.7;2.01801e-14;5.11414e-15;1.20005e-14;5.31219e-15;-999;2.01638e-14;8.23964e-15;-999;2.18524e-14;1.04169e-14;-999;0.00146;0.00037;0.0004866;0.0002154;-999;0.0005675;0.0002319;-999;0.0004055;0.0001933;-999;47_40_0;18508.6
173;40.7772;-0.425246;SDSX_J024306.5-002530.9;2.94e+20;0.8;-999/-999;18980.2;3.41774e-14;6.36502e-15;2.74886e-14;7.63601e-15;-999;3.07385e-14;9.81014e-15;-999;2.66285e-14;1.0978e-14;-999;0.00247;0.00046;0.001112;0.0003089;-999;0.0008648;0.000276;-999;0.0004941;0.0002037;-999;26_40_0;18985.6
304;40.7839;-0.393915;SDSX_J024308.1-002338.1;2.94e+20;-0.422;+0.15/-0.13;18839.3;2.74126e-13;2.22264e-14;5.89042e-15;2.92909e-15;-999;1.3528e-13;2.00261e-14;-999;4.86734e-13;5.06168e-14;-999;0.0111;0.0009;0.000329;0.0001636;-999;0.003537;0.0005236;-999;0.007238;0.0007527;-999;47_40_0;18851.6
305;40.6298;-0.206779;SDSX_J024231.1-001224.4;2.9e+20;0.8;-999/-999;14585;1.63052e-14;5.5272e-15;1.93866e-14;8.13712e-15;-999;9.31163e-15;6.76789e-15;-999;7.06485e-15;7.1834e-15;-999;0.00118;0.0004;0.0007867;0.0003302;-999;0.0002621;0.0001905;-999;0.0001311;0.0001333;-999;47_40_0;14587.9
176;40.4943;-0.308959;SDSX_J024158.6-001832.3;2.9e+20;0.8;-999/-999;12758.8;1.40944e-14;5.5272e-15;7.18097e-15;5.23664e-15;-999;5.17628e-15;5.32905e-15;-999;3.14119e-14;1.61667e-14;-999;0.00102;0.0004;0.0002914;0.0002125;-999;0.0001457;0.00015;-999;0.0005829;0.0003;-999;26_40_0;12761.4
177;40.7516;-0.508208;SDSX_J024300.4-003029.5;2.95e+20;0.8;-999/-999;18010.7;3.29416e-14;6.50527e-15;2.45287e-14;7.61714e-15;-999;2.11475e-14;8.35378e-15;-999;4.27533e-14;1.48475e-14;-999;0.00238;0.00047;0.0009915;0.0003079;-999;0.0005949;0.000235;-999;0.0007933;0.0002755;-999;26_40_0;18015.8
178;340.12;-1.11551;SDSX_J224028.7-010655.8;4.56e+20;0.8;-999/-999;4735.7;4.47698e-14;1.41455e-14;7.01124e-14;2.34648e-14;-999;1.01129e-14;1.03086e-14;-999;1.50801e-14;1.53718e-14;-999;0.00307;0.00097;0.002512;0.0008407;-999;0.0002791;0.0002845;-999;0.0002791;0.0002845;-999;33_340_-1;4738.86
179;340.032;-1.07767;SDSX_J224007.7-010439.6;4.54e+20;0.8;-999/-999;5573.6;3.20628e-14;1.10762e-14;5.0166e-14;-2.11589e-11;5.78581e-14;7.245e-15;-2.7502e-11;7.52031e-14;1.18864e-13;4.1062e-14;-999;0.0022;0.00076;0.0018;-0.7592;0.002076;0.0002;-0.7592;0.002076;0.0022;0.00076;-999;33_340_-1;5576.49
180;340.232;-1.12836;SDSX_J224055.7-010742.1;4.62e+20;0.8;-999/-999;5359.6;2.58597e-14;1.05192e-14;4.05918e-14;-2.01641e-11;8.20246e-14;3.20756e-14;1.78e-14;-999;4.78002e-14;2.65263e-14;-999;0.00177;0.00072;0.001448;-0.7193;0.002926;0.0008846;0.0004909;-999;0.0008846;0.0004909;-999;33_340_-1;5362.06
181;340.072;-1.2454;SDSX_J224017.2-011443.4;4.49e+20;0.8;-999/-999;5292.8;8.09091e-14;1.74624e-14;7.71701e-14;2.35231e-14;-999;4.02588e-14;1.94234e-14;-999;9.01137e-14;3.54674e-14;-999;0.00556;0.0012;0.002779;0.0008471;-999;0.001112;0.0005365;-999;0.001668;0.0006565;-999;33_340_-1;5297.43
182;340.293;-1.08974;SDSX_J224110.3-010523.1;4.66e+20;0.8;-999/-999;5446.9;2.86709e-14;1.15561e-14;1.3773e-14;1.13075e-14;-999;1.77721e-14;1.45906e-14;-999;5.29582e-14;3.06617e-14;-999;0.00196;0.00079;0.0004899;0.0004022;-999;0.0004899;0.0004022;-999;0.00098;0.0005674;-999;33_340_-1;5449.38
183;19.4209;0.339292;SDSX_J011741.0+002021.4;3.23e+20;0.8;-999/-999;1632.1;5.88263e-14;2.65487e-14;7.09273e-14;3.87244e-14;-999;5.00751e-14;3.93396e-14;-999;0;-1.02334e-10;2.49959e-13;0.00421;0.0019;0.002806;0.001532;-999;0.001404;0.001103;-999;0;-1.898;0.004636;35_19_0;1634.32
184;19.4951;0.337956;SDSX_J011758.8+002016.6;3.24e+20;0.8;-999/-999;1726.2;4.6407e-13;7.12878e-14;1.448e-13;5.33008e-14;-999;5.71449e-13;1.26561e-13;-999;6.17361e-13;1.61377e-13;-999;0.0332;0.0051;0.005724;0.002107;-999;0.01602;0.003548;-999;0.01145;0.002993;-999;35_19_0;1732.71
185;40.7618;0.774161;SDSX_J024302.8+004627.0;3.19e+20;1.24;+0.13/-0.11;18092.4;1.63893e-13;1.01282e-14;2.02027e-13;1.98749e-14;-999;2.50602e-13;2.46355e-14;-999;1.46181e-13;2.24216e-14;-999;0.0178;0.0011;0.007397;0.0007277;-999;0.007316;0.0007192;-999;0.003089;0.0004738;-999;15_40_0;18108.6
186;40.8089;0.849205;SDSX_J024314.1+005057.1;3.31e+20;0.8;-999/-999;12395.4;1.18673e-14;4.90385e-15;1.23091e-14;6.72422e-15;-999;4.3197e-15;4.71954e-15;-999;1.30496e-14;1.00676e-14;-999;0.000847;0.00035;0.000484;0.0002644;-999;0.000121;0.0001322;-999;0.000242;0.0001867;-999;15_40_0;12397.8
187;40.7526;0.700166;SDSX_J024300.6+004200.6;3.18e+20;0.8;-999/-999;10183.5;1.7856e-14;6.696e-15;2.30262e-14;1.03133e-14;-999;6.51591e-15;6.38758e-15;-999;9.8553e-15;9.66121e-15;-999;0.00128;0.00048;0.0009145;0.0004096;-999;0.0001828;0.0001792;-999;0.0001828;0.0001792;-999;15_40_0;10186.2
188;40.9096;0.742916;SDSX_J024338.3+004434.5;3.33e+20;0.8;-999/-999;10516.5;3.54706e-14;8.6924e-15;3.515e-14;1.16734e-14;-999;2.46392e-14;1.15519e-14;-999;2.48006e-14;1.41718e-14;-999;0.00253;0.00062;0.00138;0.0004583;-999;0.00069;0.0003235;-999;0.0004599;0.0002628;-999;15_40_0;10520.6
189;40.6864;0.835546;SDSX_J024244.7+005008.0;3.18e+20;0.8;-999/-999;25663;7.2819e-15;2.79e-15;8.76229e-15;4.13691e-15;-999;6.20223e-15;4.07422e-15;-999;5.11634e-15;-1.07718e-11;3.09838e-14;0.000522;0.0002;0.000348;0.0001643;-999;0.000174;0.0001143;-999;9.49e-05;-0.1998;0.0005747;15_40_0;25665.6
190;40.6547;0.774929;SDSX_J024237.1+004629.7;3.17e+20;0.8;-999/-999;24676.2;8.72957e-15;3.0679e-15;4.50112e-15;2.9412e-15;-999;9.56248e-15;5.14656e-15;-999;9.64486e-15;6.30231e-15;-999;0.000626;0.00022;0.0001789;0.0001169;-999;0.0002683;0.0001444;-999;0.0001789;0.0001169;-999;15_40_0;24679
191;40.6472;0.76772;SDSX_J024235.3+004603.8;3.17e+20;0.8;-999/-999;25080.8;2.99818e-14;5.2991e-15;1.62332e-14;5.21567e-15;-999;3.57479e-14;9.23458e-15;-999;2.70477e-14;9.93059e-15;-999;0.00215;0.00038;0.0006452;0.0002073;-999;0.001003;0.0002591;-999;0.0005017;0.0001842;-999;15_40_0;25086.5
192;40.7284;0.915621;SDSX_J024254.8+005456.2;3.19e+20;0.8;-999/-999;22631.3;1.38713e-14;3.9074e-15;1.54167e-14;5.58662e-15;-999;1.09015e-14;5.61472e-15;-999;4.12119e-15;4.0883e-15;-999;0.000994;0.00028;0.0006118;0.0002217;-999;0.0003058;0.0001575;-999;7.644e-05;7.583e-05;-999;15_40_0;22634.9
193;40.8666;0.931108;SDSX_J024328.0+005552.0;3.32e+20;0.8;-999/-999;10010.1;3.75629e-14;9.8112e-15;3.67258e-14;1.34432e-14;-999;2.20835e-14;1.22682e-14;-999;3.33526e-14;1.85286e-14;-999;0.00268;0.0007;0.001443;0.0005282;-999;0.0006185;0.0003436;-999;0.0006185;0.0003436;-999;15_40_0;10013.9
194;40.6148;0.810542;SDSX_J024227.6+004838.0;3.16e+20;0.8;-999/-999;24051.6;1.18359e-14;3.76407e-15;4.74159e-15;3.22559e-15;-999;6.72114e-15;4.57223e-15;-999;2.5419e-14;1.0917e-14;-999;0.000849;0.00027;0.0001886;0.0001283;-999;0.0001886;0.0001283;-999;0.0004715;0.0002025;-999;15_40_0;24054.7
195;40.9826;0.715536;SDSX_J024355.8+004255.9;3.34e+20;0.8;-999/-999;5138.5;5.09107e-14;1.683e-14;2.05551e-14;-3.05625e-11;6.79308e-14;7.20331e-14;3.15774e-14;-999;8.69843e-14;4.42795e-14;-999;0.00363;0.0012;0.0008064;-1.199;0.002665;0.002017;0.0008842;-999;0.001613;0.0008211;-999;15_40_0;5141.52
196;40.5894;0.820295;SDSX_J024221.5+004913.1;3.16e+20;0.8;-999/-999;20193.3;1.77051e-14;5.15817e-15;7.09479e-15;4.47258e-15;-999;1.50851e-14;7.6085e-15;-999;3.0422e-14;1.34238e-14;-999;0.00127;0.00037;0.0002822;0.0001779;-999;0.0004233;0.0002135;-999;0.0005643;0.000249;-999;15_40_0;20196.7
197;40.668;0.957129;SDSX_J024240.3+005725.7;3.18e+20;1.062;+0.09/-0.08;17044.4;5.41426e-13;2.42594e-14;5.28561e-13;3.72852e-14;-999;6.52827e-13;4.90491e-14;-999;5.20896e-13;5.28401e-14;-999;0.0491;0.0022;0.01996;0.001408;-999;0.01874;0.001408;-999;0.01041;0.001056;-999;15_40_0;17066.7
198;40.6044;0.972992;SDSX_J024225.1+005822.8;3.16e+20;0.8;-999/-999;15277.2;3.65254e-14;1.03163e-14;7.32106e-15;6.20228e-15;-999;4.14815e-14;1.75797e-14;-999;6.27524e-14;2.65943e-14;-999;0.00262;0.00074;0.0002912;0.0002467;-999;0.001164;0.0004933;-999;0.001164;0.0004933;-999;15_40_0;15280.7
199;0.737912;-0.413523;SDSX_J000257.1-002448.7;3e+20;0.8;-999/-999;8050.2;6.19766e-14;1.20626e-14;1.51388e-14;7.87983e-15;-999;9.39377e-14;2.36641e-14;-999;6.57017e-14;2.39954e-14;-999;0.00447;0.00087;0.0006096;0.0003173;-999;0.002641;0.0006653;-999;0.001219;0.0004452;-999;21_0_0;8055.34
200;0.6507;-0.456422;SDSX_J000236.2-002723.1;3.05e+20;0.283;+0.22/-0.17;8312.9;2.01011e-13;2.56191e-14;3.09736e-14;1.05841e-14;-999;1.62642e-13;3.0754e-14;-999;2.67225e-13;5.05299e-14;-999;0.0102;0.0013;0.0014;0.0004784;-999;0.0044;0.000832;-999;0.0044;0.000832;-999;21_0_0;8320.75
201;0.748329;-0.271084;SDSX_J000259.6-001615.9;2.94e+20;0.8;-999/-999;7765.7;3.37623e-14;9.54753e-15;1.00536e-14;7.0452e-15;-999;2.89115e-14;1.41287e-14;-999;6.57495e-14;2.62728e-14;-999;0.00244;0.00069;0.0004067;0.000285;-999;0.0008134;0.0003975;-999;0.00122;0.0004875;-999;21_0_0;7769.24
202;0.547754;-0.308462;SDSX_J000211.5-001830.5;2.95e+20;0.8;-999/-999;7316.2;2.62979e-14;8.85824e-15;1.56672e-14;9.11632e-15;-999;1.12581e-14;9.19271e-15;-999;5.11768e-14;2.43866e-14;-999;0.0019;0.00064;0.0006333;0.0003685;-999;0.0003167;0.0002586;-999;0.0009496;0.0004525;-999;21_0_0;7319.17
203;0.537125;-0.295121;SDSX_J000208.9-001742.4;2.95e+20;0.8;-999/-999;5854.9;3.03118e-14;1.0796e-14;4.51487e-14;1.78121e-14;-999;1.2975e-14;1.1091e-14;-999;5.90128e-14;-4.19934e-11;1.29936e-13;0.00219;0.00078;0.001825;0.00072;-999;0.000365;0.000312;-999;0.001095;-0.7792;0.002411;21_0_0;5857.71
204;0.802733;-0.250512;SDSX_J000312.7-001501.8;2.94e+20;0.8;-999/-999;7365.6;5.74236e-14;1.31451e-14;6.31349e-14;1.7613e-14;-999;4.53897e-14;1.85717e-14;-999;1.7208e-14;1.40822e-14;-999;0.00415;0.00095;0.002554;0.0007125;-999;0.001277;0.0005225;-999;0.0003193;0.0002613;-999;21_0_0;7369.97
205;0.831196;-0.287321;SDSX_J000319.5-001714.4;2.95e+20;0.8;-999/-999;8113.4;1.89622e-14;7.75096e-15;2.71139e-14;1.24215e-14;-999;9.74015e-15;8.92255e-15;-999;5.68032e-15;-3.01477e-11;9.76541e-14;0.00137;0.00056;0.001096;0.0005021;-999;0.000274;0.000251;-999;0.0001054;-0.5594;0.001812;21_0_0;8115.85
206;0.479925;-0.358822;SDSX_J000155.2-002131.8;3.04e+20;0.8;-999/-999;1980.4;1.18153e-13;3.88752e-14;1.69619e-13;-6.96761e-11;3.49501e-13;2.2711e-13;8.54064e-14;-999;1.14647e-13;7.76174e-14;-999;0.00851;0.0028;0.006809;-2.797;0.01403;0.006382;0.0024;-999;0.002127;0.00144;-999;21_0_0;1983.44
207;0.683262;-0.553754;SDSX_J000244.0-003313.5;3.08e+20;0.8;-999/-999;7694;2.05764e-14;8.61986e-15;9.24519e-15;7.74597e-15;-999;3.95193e-14;-2.20525e-11;8.70493e-14;5.98873e-14;2.86446e-14;-999;0.00148;0.00062;0.00037;0.00031;-999;0.00111;-0.6194;0.002445;0.001111;0.0005314;-999;21_0_0;7696.39
208;41.5607;1.24469;SDSX_J024614.6+011440.9;3.96e+20;1.28;+0.20/-0.16;16287.4;8.19535e-14;7.59168e-15;1.10117e-13;1.55769e-14;-999;1.26096e-13;1.83099e-14;-999;7.20741e-14;1.61407e-14;-999;0.00896;0.00083;0.003758;0.0005316;-999;0.003661;0.0005316;-999;0.001541;0.0003451;-999;28_41_1;16298.2
